customer_id,tenure_months,contract,monthly_charges,total_charges,tech_support,internet_service,payment_method,paperless_billing,support_tickets,churn
CUST-06352,30,One Year,78.41,2161.11,No,No,Credit Card,No,0,0
CUST-06353,7,Month-to-Month,63.56,443.97,No,DSL,Electronic Check,Yes,1,0
CUST-06354,38,Month-to-Month,15.0,516.53,Yes,Fiber Optic,Mailed Check,Yes,1,0
CUST-06355,53,Month-to-Month,79.19,4186.06,Yes,Fiber Optic,Credit Card,No,0,0
CUST-06356,35,Month-to-Month,15.0,476.11,No,Fiber Optic,Electronic Check,Yes,3,1
CUST-06357,20,Two Year,21.92,408.48,No,DSL,Credit Card,Yes,0,0
CUST-06358,43,Month-to-Month,65.96,2623.76,No,DSL,Bank Transfer,Yes,0,0
CUST-06359,48,Month-to-Month,76.61,3405.03,Yes,Fiber Optic,Mailed Check,Yes,2,0
CUST-06360,43,Month-to-Month,58.72,2523.61,No,Fiber Optic,Mailed Check,Yes,1,1
CUST-06361,63,One Year,108.39,6458.7,No,Fiber Optic,Mailed Check,Yes,5,1
CUST-06362,23,Month-to-Month,81.55,1710.5,Yes,No,Credit Card,Yes,3,0
CUST-06363,44,Month-to-Month,63.76,2800.47,No,No,Credit Card,Yes,1,1
CUST-06364,62,Two Year,104.66,5997.49,No,Fiber Optic,Mailed Check,No,1,0
CUST-06365,16,Month-to-Month,109.13,1584.14,Yes,Fiber Optic,Bank Transfer,Yes,1,1
CUST-06366,21,Month-to-Month,82.81,1569.31,No,DSL,Mailed Check,Yes,5,1
CUST-06367,4,Month-to-Month,50.62,191.61,Yes,Fiber Optic,Bank Transfer,No,1,0
CUST-06368,27,One Year,56.24,1506.08,No,Fiber Optic,Electronic Check,Yes,0,0
CUST-06369,4,One Year,33.83,122.02,No,No,Electronic Check,No,1,0
CUST-06370,54,Two Year,68.94,3620.45,Yes,Fiber Optic,Electronic Check,No,2,0
CUST-06371,7,Month-to-Month,43.75,283.6,No,DSL,Bank Transfer,Yes,0,0
CUST-06372,50,Two Year,61.77,2847.31,Yes,Fiber Optic,Electronic Check,Yes,4,0
CUST-06373,42,One Year,76.52,3118.64,Yes,Fiber Optic,Mailed Check,No,1,0
CUST-06374,72,Month-to-Month,20.41,1432.47,Yes,No,Credit Card,Yes,3,0
CUST-06375,26,Month-to-Month,38.41,954.62,No,Fiber Optic,Electronic Check,Yes,1,0
CUST-06376,25,Month-to-Month,57.33,1318.91,No,Fiber Optic,Mailed Check,Yes,1,1
CUST-06377,18,Two Year,68.69,1113.56,Yes,DSL,Electronic Check,No,1,0
CUST-06378,39,Month-to-Month,57.65,2189.28,No,No,Bank Transfer,Yes,0,0
CUST-06379,16,Month-to-Month,63.24,971.33,No,Fiber Optic,Electronic Check,No,0,1
CUST-06380,9,One Year,52.35,443.94,No,Fiber Optic,Credit Card,Yes,1,1
CUST-06381,69,Two Year,33.77,2146.88,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-06382,49,One Year,56.63,2708.81,Yes,No,Credit Card,Yes,1,0
CUST-06383,9,One Year,64.67,527.95,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-06384,45,Month-to-Month,62.24,2700.73,Yes,DSL,Credit Card,Yes,2,0
CUST-06385,22,Two Year,72.79,1551.48,No,Fiber Optic,Electronic Check,No,4,0
CUST-06386,13,Month-to-Month,80.47,964.85,No,DSL,Electronic Check,No,0,1
CUST-06387,34,Month-to-Month,87.04,2806.46,No,No,Credit Card,Yes,2,0
CUST-06388,57,Two Year,54.16,2939.0,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-06389,1,Month-to-Month,30.61,29.36,No,Fiber Optic,Bank Transfer,No,2,0
CUST-06390,26,Month-to-Month,101.79,2620.39,No,DSL,Bank Transfer,Yes,3,1
CUST-06391,67,One Year,79.64,5093.85,No,No,Mailed Check,No,3,0
CUST-06392,29,Month-to-Month,46.13,1213.0,Yes,No,Electronic Check,Yes,2,0
CUST-06393,8,Month-to-Month,76.94,575.2,Yes,Fiber Optic,Credit Card,No,2,0
CUST-06394,31,One Year,96.7,2886.28,Yes,Fiber Optic,Bank Transfer,Yes,2,0
CUST-06395,50,One Year,113.23,5283.96,Yes,DSL,Credit Card,Yes,1,0
CUST-06396,72,One Year,76.27,5364.01,No,DSL,Bank Transfer,Yes,0,0
CUST-06397,46,Month-to-Month,96.49,4078.98,No,No,Credit Card,Yes,0,0
CUST-06398,4,One Year,39.76,145.41,Yes,Fiber Optic,Bank Transfer,Yes,3,0
CUST-06399,59,Two Year,69.1,3763.4,No,DSL,Electronic Check,Yes,0,0
CUST-06400,57,Month-to-Month,61.62,3468.82,No,Fiber Optic,Credit Card,Yes,0,0
CUST-06401,47,Month-to-Month,78.56,3574.51,No,Fiber Optic,Credit Card,Yes,0,1
CUST-06402,65,Month-to-Month,110.28,6824.16,No,DSL,Bank Transfer,Yes,3,0
CUST-06403,56,Month-to-Month,76.25,3971.24,No,No,Credit Card,No,0,0
CUST-06404,17,Month-to-Month,46.56,785.08,No,DSL,Electronic Check,No,2,1
CUST-06405,31,One Year,38.41,1177.47,Yes,DSL,Electronic Check,Yes,2,0
CUST-06406,37,Two Year,111.14,3865.2,No,No,Electronic Check,Yes,2,0
CUST-06407,36,Month-to-Month,82.84,2908.5,Yes,DSL,Bank Transfer,Yes,2,0
CUST-06408,46,One Year,81.2,3702.91,No,Fiber Optic,Mailed Check,No,0,0
CUST-06409,51,Month-to-Month,61.41,2916.86,No,Fiber Optic,Electronic Check,No,1,0
CUST-06410,8,Month-to-Month,76.7,572.41,Yes,DSL,Bank Transfer,No,2,0
CUST-06411,41,One Year,45.33,1774.12,Yes,Fiber Optic,Electronic Check,No,0,0
CUST-06412,3,Month-to-Month,79.68,224.9,Yes,Fiber Optic,Mailed Check,No,2,1
CUST-06413,37,Two Year,40.63,1467.45,No,No,Electronic Check,Yes,2,1
CUST-06414,31,Month-to-Month,61.02,1804.02,Yes,No,Electronic Check,Yes,0,0
CUST-06415,15,Month-to-Month,53.93,745.19,No,DSL,Mailed Check,No,1,0
CUST-06416,72,Month-to-Month,15.0,1010.49,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-06417,19,Month-to-Month,61.33,1126.96,Yes,Fiber Optic,Mailed Check,Yes,1,1
CUST-06418,5,Two Year,47.53,215.15,Yes,DSL,Mailed Check,No,3,0
CUST-06419,26,One Year,64.74,1572.51,No,DSL,Credit Card,No,1,0
CUST-06420,55,Month-to-Month,70.04,3473.18,Yes,Fiber Optic,Electronic Check,Yes,2,1
CUST-06421,1,Month-to-Month,114.2,112.15,No,Fiber Optic,Electronic Check,Yes,0,1
CUST-06422,36,One Year,77.62,2547.63,No,No,Credit Card,Yes,1,0
CUST-06423,31,One Year,78.35,2204.72,No,DSL,Electronic Check,Yes,2,0
CUST-06424,63,Month-to-Month,82.39,5079.8,Yes,DSL,Mailed Check,Yes,0,0
CUST-06425,1,Month-to-Month,91.8,83.44,No,No,Bank Transfer,No,3,1
CUST-06426,2,Month-to-Month,81.36,157.58,Yes,No,Electronic Check,Yes,0,0
CUST-06427,41,Month-to-Month,77.04,2962.76,No,Fiber Optic,Credit Card,No,2,0
CUST-06428,13,Month-to-Month,87.78,1120.79,No,Fiber Optic,Mailed Check,Yes,1,1
CUST-06429,51,Month-to-Month,15.0,702.49,Yes,No,Bank Transfer,Yes,4,0
CUST-06430,21,Month-to-Month,122.23,2331.82,No,DSL,Credit Card,Yes,3,1
CUST-06431,41,Month-to-Month,109.74,4152.17,Yes,Fiber Optic,Credit Card,No,0,0
CUST-06432,3,Month-to-Month,75.43,224.75,Yes,Fiber Optic,Electronic Check,No,2,1
CUST-06433,50,Two Year,34.67,1703.88,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06434,38,One Year,100.26,3537.77,No,No,Mailed Check,Yes,0,0
CUST-06435,1,Month-to-Month,52.65,48.47,Yes,No,Mailed Check,Yes,2,1
CUST-06436,20,Month-to-Month,83.35,1526.45,No,Fiber Optic,Credit Card,Yes,0,1
CUST-06437,5,Month-to-Month,37.93,174.88,Yes,DSL,Mailed Check,Yes,1,0
CUST-06438,4,Two Year,125.66,462.68,No,No,Mailed Check,Yes,0,0
CUST-06439,51,One Year,33.94,1711.59,Yes,Fiber Optic,Bank Transfer,No,2,0
CUST-06440,31,Month-to-Month,71.72,2005.43,Yes,DSL,Electronic Check,No,2,0
CUST-06441,58,Two Year,16.95,971.31,No,Fiber Optic,Bank Transfer,No,0,0
CUST-06442,19,Two Year,68.97,1184.82,No,Fiber Optic,Electronic Check,No,2,1
CUST-06443,52,Two Year,59.37,3033.78,No,DSL,Bank Transfer,No,2,0
CUST-06444,45,Month-to-Month,98.43,4174.99,Yes,DSL,Electronic Check,Yes,1,1
CUST-06445,48,Month-to-Month,59.37,2586.79,Yes,No,Credit Card,Yes,0,0
CUST-06446,60,One Year,98.47,5789.45,No,No,Electronic Check,Yes,1,0
CUST-06447,51,Month-to-Month,44.4,2096.03,Yes,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06448,54,One Year,62.95,3357.84,No,DSL,Bank Transfer,Yes,0,0
CUST-06449,54,One Year,63.45,3341.42,Yes,Fiber Optic,Mailed Check,Yes,2,1
CUST-06450,33,Month-to-Month,82.39,2713.91,Yes,Fiber Optic,Bank Transfer,No,0,1
CUST-06451,53,Month-to-Month,79.21,4127.55,Yes,DSL,Credit Card,Yes,1,0
CUST-06452,61,Month-to-Month,88.06,4963.93,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-06453,54,Month-to-Month,76.67,3895.58,No,DSL,Bank Transfer,Yes,0,0
CUST-06454,44,One Year,86.53,3691.82,Yes,No,Mailed Check,Yes,0,0
CUST-06455,6,One Year,47.55,265.79,No,No,Bank Transfer,Yes,2,0
CUST-06456,32,Month-to-Month,79.72,2435.35,Yes,Fiber Optic,Credit Card,Yes,2,1
CUST-06457,5,One Year,110.21,509.04,Yes,DSL,Bank Transfer,No,0,1
CUST-06458,8,Month-to-Month,28.0,216.45,Yes,Fiber Optic,Electronic Check,No,0,1
CUST-06459,27,One Year,82.23,2074.15,Yes,Fiber Optic,Mailed Check,No,1,0
CUST-06460,34,Month-to-Month,86.92,2676.06,Yes,Fiber Optic,Mailed Check,Yes,1,0
CUST-06461,38,One Year,106.53,4035.09,Yes,Fiber Optic,Electronic Check,No,1,1
CUST-06462,65,One Year,88.15,5640.31,Yes,No,Bank Transfer,No,3,0
CUST-06463,55,Month-to-Month,72.51,3710.37,Yes,No,Bank Transfer,No,1,0
CUST-06464,31,One Year,80.75,2285.37,Yes,DSL,Bank Transfer,Yes,0,0
CUST-06465,25,Two Year,51.62,1256.33,Yes,Fiber Optic,Electronic Check,No,0,0
CUST-06466,52,Month-to-Month,60.3,2891.23,Yes,DSL,Bank Transfer,Yes,0,0
CUST-06467,20,One Year,36.61,703.31,Yes,Fiber Optic,Mailed Check,Yes,2,0
CUST-06468,64,Two Year,107.18,6707.98,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-06469,57,Two Year,81.25,4294.29,No,Fiber Optic,Mailed Check,Yes,1,0
CUST-06470,50,Month-to-Month,47.1,2186.53,Yes,No,Bank Transfer,No,2,0
CUST-06471,18,One Year,76.78,1252.35,No,DSL,Mailed Check,No,1,0
CUST-06472,45,Two Year,98.98,4151.15,Yes,No,Credit Card,No,1,0
CUST-06473,60,One Year,94.82,5460.18,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-06474,6,Month-to-Month,46.81,257.15,No,Fiber Optic,Mailed Check,Yes,0,0
CUST-06475,13,Month-to-Month,15.0,194.09,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-06476,38,One Year,79.88,2951.18,Yes,DSL,Electronic Check,No,1,0
CUST-06477,26,Month-to-Month,47.83,1144.58,No,DSL,Electronic Check,Yes,2,1
CUST-06478,52,Month-to-Month,85.56,4240.29,No,DSL,Bank Transfer,No,0,1
CUST-06479,29,Month-to-Month,93.76,2553.57,No,Fiber Optic,Mailed Check,Yes,1,1
CUST-06480,72,One Year,97.84,6609.38,Yes,DSL,Mailed Check,Yes,2,0
CUST-06481,22,Month-to-Month,113.62,2389.65,Yes,Fiber Optic,Mailed Check,Yes,2,1
CUST-06482,26,Two Year,100.91,2389.67,Yes,No,Electronic Check,Yes,2,0
CUST-06483,1,One Year,113.74,104.81,No,Fiber Optic,Electronic Check,No,2,0
CUST-06484,18,Two Year,104.48,1720.73,Yes,DSL,Bank Transfer,Yes,1,0
CUST-06485,17,Two Year,106.66,1663.44,No,Fiber Optic,Credit Card,Yes,0,0
CUST-06486,55,Month-to-Month,68.98,3663.09,No,DSL,Credit Card,Yes,0,1
CUST-06487,25,One Year,37.77,943.89,No,Fiber Optic,Electronic Check,No,1,0
CUST-06488,15,Month-to-Month,132.06,1911.79,Yes,DSL,Mailed Check,Yes,1,1
CUST-06489,23,Two Year,71.57,1643.6,No,DSL,Bank Transfer,Yes,2,0
CUST-06490,41,Month-to-Month,100.72,3954.84,No,No,Credit Card,No,0,0
CUST-06491,57,One Year,56.24,2975.93,No,DSL,Electronic Check,Yes,0,0
CUST-06492,71,Two Year,94.1,6595.79,No,DSL,Electronic Check,No,1,0
CUST-06493,4,Month-to-Month,15.0,54.4,No,DSL,Credit Card,No,0,1
CUST-06494,61,Two Year,59.74,3317.05,No,Fiber Optic,Electronic Check,Yes,0,0
CUST-06495,29,Month-to-Month,67.54,1948.4,Yes,No,Credit Card,Yes,3,0
CUST-06496,59,Month-to-Month,81.57,4644.28,No,DSL,Bank Transfer,Yes,0,0
CUST-06497,3,Month-to-Month,96.8,288.34,No,DSL,Mailed Check,No,1,1
CUST-06498,46,Month-to-Month,42.65,1791.78,No,No,Electronic Check,Yes,1,0
CUST-06499,68,One Year,86.5,5745.69,No,DSL,Credit Card,No,1,1
CUST-06500,3,Two Year,100.67,278.9,Yes,DSL,Electronic Check,No,3,0
CUST-06501,57,Month-to-Month,128.65,6851.53,No,DSL,Mailed Check,Yes,1,0
CUST-06502,9,One Year,87.67,781.06,No,No,Electronic Check,Yes,1,0
CUST-06503,71,Two Year,58.51,3909.63,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-06504,54,One Year,38.21,1995.36,No,Fiber Optic,Bank Transfer,Yes,2,0
CUST-06505,66,Month-to-Month,115.73,7552.08,No,Fiber Optic,Electronic Check,No,2,1
CUST-06506,65,Two Year,88.43,5673.73,Yes,Fiber Optic,Bank Transfer,No,0,0
CUST-06507,23,Month-to-Month,69.45,1439.04,Yes,Fiber Optic,Bank Transfer,No,2,0
CUST-06508,30,One Year,29.5,810.5,No,No,Mailed Check,Yes,0,1
CUST-06509,50,One Year,46.72,2316.99,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06510,13,One Year,85.78,1066.34,Yes,No,Electronic Check,Yes,3,0
CUST-06511,23,Month-to-Month,78.85,1719.28,No,DSL,Credit Card,No,0,0
CUST-06512,8,Month-to-Month,21.34,154.76,No,Fiber Optic,Electronic Check,No,1,1
CUST-06513,64,One Year,85.82,4956.99,Yes,Fiber Optic,Bank Transfer,Yes,1,0
CUST-06514,18,Month-to-Month,30.79,551.64,Yes,DSL,Credit Card,No,4,1
CUST-06515,30,Month-to-Month,103.85,2951.58,Yes,DSL,Credit Card,Yes,0,0
CUST-06516,33,One Year,75.21,2428.92,Yes,DSL,Electronic Check,No,0,1
CUST-06517,28,One Year,58.41,1507.91,Yes,DSL,Mailed Check,No,1,0
CUST-06518,57,Month-to-Month,94.75,4988.71,Yes,No,Credit Card,No,1,1
CUST-06519,66,Month-to-Month,78.84,4974.62,No,DSL,Credit Card,No,1,0
CUST-06520,42,Two Year,103.12,4277.35,No,Fiber Optic,Bank Transfer,No,0,0
CUST-06521,61,Month-to-Month,72.01,4080.11,No,DSL,Electronic Check,Yes,0,0
CUST-06522,8,Month-to-Month,73.47,548.31,No,Fiber Optic,Mailed Check,No,0,1
CUST-06523,70,Month-to-Month,62.87,4203.14,No,DSL,Credit Card,No,1,0
CUST-06524,9,Month-to-Month,76.57,622.97,No,DSL,Electronic Check,Yes,2,1
CUST-06525,5,Two Year,112.45,527.32,Yes,Fiber Optic,Credit Card,No,1,0
CUST-06526,2,Month-to-Month,57.43,109.76,No,DSL,Mailed Check,No,0,0
CUST-06527,18,Month-to-Month,86.2,1397.19,No,Fiber Optic,Bank Transfer,Yes,4,1
CUST-06528,61,Month-to-Month,47.99,2821.42,No,Fiber Optic,Electronic Check,Yes,1,1
CUST-06529,22,Month-to-Month,18.33,364.99,Yes,No,Electronic Check,Yes,1,1
CUST-06530,57,Month-to-Month,75.19,4165.81,No,Fiber Optic,Electronic Check,Yes,3,0
CUST-06531,31,Two Year,79.26,2408.33,No,Fiber Optic,Credit Card,Yes,4,0
CUST-06532,8,One Year,67.25,529.33,Yes,Fiber Optic,Bank Transfer,No,1,0
CUST-06533,35,Month-to-Month,32.6,1103.73,Yes,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06534,17,Month-to-Month,77.61,1261.52,No,Fiber Optic,Credit Card,Yes,2,0
CUST-06535,21,Month-to-Month,76.66,1498.39,Yes,Fiber Optic,Electronic Check,Yes,0,1
CUST-06536,38,Month-to-Month,47.78,1711.17,Yes,Fiber Optic,Credit Card,No,1,0
CUST-06537,57,One Year,36.16,1872.95,Yes,Fiber Optic,Electronic Check,No,2,0
CUST-06538,43,Month-to-Month,63.69,2658.45,No,Fiber Optic,Electronic Check,Yes,4,0
CUST-06539,17,One Year,86.32,1324.32,No,DSL,Mailed Check,Yes,2,0
CUST-06540,52,Two Year,80.42,3936.55,No,Fiber Optic,Credit Card,No,2,0
CUST-06541,51,Month-to-Month,47.98,2326.15,No,Fiber Optic,Bank Transfer,Yes,2,1
CUST-06542,18,Two Year,73.42,1275.32,No,Fiber Optic,Electronic Check,No,1,0
CUST-06543,62,Month-to-Month,92.18,5339.79,No,DSL,Credit Card,Yes,1,1
CUST-06544,61,Month-to-Month,40.68,2343.21,No,Fiber Optic,Bank Transfer,Yes,0,1
CUST-06545,44,Two Year,71.58,3019.56,No,No,Bank Transfer,No,1,0
CUST-06546,22,Month-to-Month,103.49,2259.29,Yes,DSL,Bank Transfer,Yes,0,0
CUST-06547,26,One Year,38.13,958.86,No,Fiber Optic,Mailed Check,No,4,0
CUST-06548,32,One Year,98.89,2928.55,Yes,DSL,Electronic Check,No,2,1
CUST-06549,14,Month-to-Month,110.48,1523.1,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06550,23,Two Year,64.44,1342.07,Yes,DSL,Electronic Check,Yes,0,0
CUST-06551,10,Month-to-Month,61.42,569.5,Yes,Fiber Optic,Bank Transfer,No,0,0
CUST-06552,12,Two Year,95.83,1047.4,Yes,DSL,Mailed Check,No,0,0
CUST-06553,54,Month-to-Month,65.35,3333.77,Yes,DSL,Bank Transfer,Yes,2,0
CUST-06554,10,Month-to-Month,15.0,144.55,No,DSL,Credit Card,Yes,0,1
CUST-06555,34,Month-to-Month,67.53,2188.34,No,DSL,Mailed Check,Yes,1,1
CUST-06556,31,Two Year,81.76,2486.72,Yes,No,Mailed Check,Yes,1,0
CUST-06557,4,Month-to-Month,88.5,338.69,No,DSL,Electronic Check,No,2,1
CUST-06558,60,Two Year,47.98,2657.9,No,DSL,Electronic Check,No,2,0
CUST-06559,71,Month-to-Month,63.25,4282.57,Yes,No,Electronic Check,No,3,0
CUST-06560,46,Month-to-Month,94.42,4228.43,Yes,Fiber Optic,Electronic Check,No,2,0
CUST-06561,49,Month-to-Month,68.5,3189.67,Yes,Fiber Optic,Mailed Check,No,1,0
CUST-06562,17,Month-to-Month,31.78,510.11,No,DSL,Mailed Check,Yes,0,0
CUST-06563,61,Two Year,100.94,5867.39,No,No,Credit Card,Yes,1,0
CUST-06564,57,Month-to-Month,64.65,3518.51,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-06565,32,One Year,97.28,2898.34,No,DSL,Electronic Check,Yes,1,0
CUST-06566,51,One Year,35.11,1764.51,No,Fiber Optic,Bank Transfer,No,4,0
CUST-06567,69,Month-to-Month,66.98,4255.44,Yes,Fiber Optic,Electronic Check,No,1,1
CUST-06568,44,One Year,82.74,3288.46,No,Fiber Optic,Bank Transfer,Yes,3,1
CUST-06569,15,Two Year,67.82,991.0,Yes,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06570,24,One Year,40.42,954.78,Yes,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06571,14,Month-to-Month,15.0,202.5,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-06572,24,One Year,108.08,2456.17,Yes,DSL,Electronic Check,No,0,0
CUST-06573,65,One Year,76.2,4940.72,No,Fiber Optic,Credit Card,No,1,0
CUST-06574,14,Month-to-Month,99.17,1301.02,No,DSL,Credit Card,Yes,0,1
CUST-06575,65,One Year,93.22,5699.32,Yes,Fiber Optic,Bank Transfer,No,1,0
CUST-06576,21,Month-to-Month,84.92,1710.4,No,DSL,Electronic Check,No,0,1
CUST-06577,36,One Year,61.97,2103.85,Yes,Fiber Optic,Mailed Check,Yes,2,0
CUST-06578,39,Two Year,82.24,3064.73,Yes,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06579,10,Two Year,105.81,1054.56,No,Fiber Optic,Electronic Check,Yes,2,0
CUST-06580,14,Two Year,72.08,932.17,No,Fiber Optic,Credit Card,No,1,1
CUST-06581,22,One Year,117.54,2365.71,No,Fiber Optic,Credit Card,No,2,1
CUST-06582,5,One Year,32.51,153.18,Yes,No,Electronic Check,No,3,0
CUST-06583,55,Month-to-Month,29.83,1559.27,Yes,No,Electronic Check,No,1,0
CUST-06584,40,Month-to-Month,94.7,3679.36,No,No,Mailed Check,Yes,2,0
CUST-06585,61,Month-to-Month,49.53,3007.79,No,DSL,Mailed Check,Yes,2,0
CUST-06586,63,Month-to-Month,121.08,7390.56,No,DSL,Mailed Check,Yes,3,0
CUST-06587,26,Two Year,103.43,2685.73,No,Fiber Optic,Bank Transfer,No,2,0
CUST-06588,59,Two Year,109.69,5983.96,Yes,DSL,Mailed Check,Yes,1,0
CUST-06589,5,Month-to-Month,92.11,424.12,No,Fiber Optic,Electronic Check,No,0,1
CUST-06590,31,Month-to-Month,46.96,1354.81,No,DSL,Electronic Check,Yes,1,0
CUST-06591,48,One Year,28.52,1339.82,No,Fiber Optic,Mailed Check,Yes,3,0
CUST-06592,34,Month-to-Month,107.38,3353.92,Yes,DSL,Mailed Check,No,2,1
CUST-06593,54,Two Year,32.51,1614.43,No,No,Credit Card,No,1,0
CUST-06594,62,Two Year,109.62,6396.63,No,Fiber Optic,Electronic Check,No,3,0
CUST-06595,31,Month-to-Month,86.74,2505.43,Yes,DSL,Credit Card,Yes,2,0
CUST-06596,20,Month-to-Month,68.09,1313.66,Yes,Fiber Optic,Electronic Check,Yes,1,1
CUST-06597,42,Month-to-Month,81.05,3366.71,No,Fiber Optic,Bank Transfer,Yes,1,1
CUST-06598,63,Month-to-Month,81.63,4699.73,No,No,Electronic Check,Yes,1,0
CUST-06599,72,Month-to-Month,64.94,4463.76,No,Fiber Optic,Mailed Check,Yes,1,0
CUST-06600,59,Month-to-Month,105.64,5664.58,No,Fiber Optic,Mailed Check,Yes,2,0
CUST-06601,18,Month-to-Month,104.79,1739.38,Yes,DSL,Bank Transfer,No,0,0
CUST-06602,15,Month-to-Month,73.89,1031.77,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-06603,42,Month-to-Month,55.0,2212.77,No,DSL,Electronic Check,Yes,3,0
CUST-06604,29,One Year,102.65,2844.34,Yes,No,Mailed Check,No,2,0
CUST-06605,44,Month-to-Month,19.44,824.83,Yes,Fiber Optic,Bank Transfer,Yes,0,1
CUST-06606,67,Two Year,81.1,5335.3,No,No,Electronic Check,Yes,0,0
CUST-06607,40,Month-to-Month,88.49,3251.91,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-06608,26,Month-to-Month,49.29,1248.65,Yes,DSL,Bank Transfer,Yes,2,0
CUST-06609,63,Month-to-Month,94.34,5745.52,Yes,DSL,Mailed Check,No,2,0
CUST-06610,32,One Year,69.34,2014.68,Yes,DSL,Electronic Check,Yes,1,0
CUST-06611,44,Month-to-Month,56.36,2317.33,Yes,DSL,Electronic Check,Yes,0,0
CUST-06612,10,Month-to-Month,94.08,849.33,Yes,DSL,Bank Transfer,Yes,2,1
CUST-06613,37,Month-to-Month,42.86,1441.54,No,No,Credit Card,Yes,0,1
CUST-06614,31,Two Year,91.73,2639.97,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-06615,9,Month-to-Month,20.44,170.04,No,Fiber Optic,Credit Card,Yes,2,0
CUST-06616,16,Month-to-Month,77.14,1221.92,Yes,Fiber Optic,Bank Transfer,Yes,3,1
CUST-06617,51,Two Year,71.1,3587.59,Yes,DSL,Mailed Check,No,0,0
CUST-06618,14,Month-to-Month,56.51,757.74,No,Fiber Optic,Credit Card,Yes,0,0
CUST-06619,10,Month-to-Month,79.74,776.27,No,DSL,Electronic Check,Yes,1,1
CUST-06620,5,Two Year,68.01,340.04,No,No,Credit Card,Yes,1,0
CUST-06621,2,Month-to-Month,96.37,181.37,Yes,Fiber Optic,Electronic Check,Yes,1,1
CUST-06622,32,Month-to-Month,84.0,2559.63,No,DSL,Bank Transfer,Yes,3,1
CUST-06623,36,Month-to-Month,81.32,2825.39,No,Fiber Optic,Credit Card,Yes,3,1
CUST-06624,45,Month-to-Month,77.3,3450.87,Yes,Fiber Optic,Credit Card,Yes,0,0
CUST-06625,42,Two Year,58.2,2394.78,No,DSL,Credit Card,Yes,0,0
CUST-06626,39,One Year,62.45,2207.69,Yes,DSL,Credit Card,Yes,3,0
CUST-06627,72,One Year,76.21,5329.61,No,DSL,Mailed Check,Yes,0,0
CUST-06628,18,Month-to-Month,65.67,1093.63,Yes,No,Mailed Check,Yes,2,0
CUST-06629,52,One Year,97.79,4706.19,No,No,Mailed Check,Yes,0,0
CUST-06630,6,One Year,72.34,414.39,No,Fiber Optic,Electronic Check,No,2,0
CUST-06631,62,Month-to-Month,79.4,4773.29,Yes,DSL,Mailed Check,No,0,0
CUST-06632,27,Two Year,34.93,863.82,No,DSL,Electronic Check,No,0,0
CUST-06633,25,One Year,93.58,2179.13,Yes,Fiber Optic,Credit Card,Yes,0,0
CUST-06634,10,One Year,55.47,538.95,No,DSL,Bank Transfer,Yes,1,0
CUST-06635,37,Month-to-Month,43.93,1487.58,No,Fiber Optic,Electronic Check,No,0,0
CUST-06636,29,Month-to-Month,111.15,3174.91,No,DSL,Bank Transfer,Yes,4,1
CUST-06637,71,One Year,87.44,5870.54,No,DSL,Bank Transfer,No,0,0
CUST-06638,13,One Year,94.43,1176.77,No,Fiber Optic,Credit Card,No,1,0
CUST-06639,31,Month-to-Month,81.36,2290.22,Yes,DSL,Electronic Check,Yes,3,0
CUST-06640,65,Month-to-Month,67.67,4378.54,No,Fiber Optic,Bank Transfer,Yes,2,0
CUST-06641,59,Two Year,63.01,3683.21,No,Fiber Optic,Electronic Check,Yes,1,0
CUST-06642,56,Month-to-Month,89.48,4605.04,No,Fiber Optic,Credit Card,Yes,1,1
CUST-06643,38,Month-to-Month,98.31,3609.92,No,No,Credit Card,No,0,1
CUST-06644,63,One Year,68.3,4213.88,No,Fiber Optic,Electronic Check,Yes,2,1
CUST-06645,17,Month-to-Month,121.81,1888.95,Yes,Fiber Optic,Electronic Check,Yes,1,1
CUST-06646,59,Month-to-Month,65.07,3676.91,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-06647,42,Month-to-Month,35.15,1454.22,No,No,Mailed Check,No,0,0
CUST-06648,26,Two Year,26.96,666.38,No,Fiber Optic,Electronic Check,Yes,2,0
